9,0
15,0
18,0
23,0
31,0
32,0
33,0
36,0
38,0
39,0
42,0
44,0
48,0
50,0
98,0
103,0
119,0
121,0
122,0
125,0
126,0
133,0
134,0
140,0
143,0
144,0
146,0
147,0
150,0
154,0
158,0
159,0
167,0
170,0
174,0
176,0
181,0
185,0
187,0
188,0
189,0
190,0
196,0
201,0
220,0
221,0
224,0
226,0
230,0
233,0
234,0
237,0
242,0
244,0
247,0
253,0
256,0
257,0
265,0
272,0
273,0
277,0
281,0
289,0
296,0
304,0
313,0
317,0
320,0
325,0
334,0
342,0
343,0
369,0
376,0
377,0
379,0
380,0
382,0
384,0
388,0
390,0
393,0
394,0
396,0
397,0
402,0
406,0
410,0
415,0
422,0
424,0
449,0
451,0
454,0
460,0
462,0
467,0
476,0
487,0
489,0
491,0
495,0
499,0
508,0
509,0
519,0
521,0
526,0
528,0
532,0
541,0
544,0
551,0
555,0
558,0
561,0
565,0
572,0
574,0
578,0
580,0
587,0
597,0
598,0
620,0
627,0
628,0
634,0
635,0
643,0
651,0
655,0
660,0
665,0
671,0
683,0
692,0
693,0
704,0
713,0
722,0
728,0
735,0
747,0
760,0
771,0
772,0
776,0
779,0
787,0
799,0
802,0
821,0
825,0
831,0
834,0
836,0
839,0
841,0
843,0
852,0
864,0
866,0
867,0
878,0
883,0
885,0
888,0
893,0
895,0
898,0
915,0
920,0
938,0
974,0
982,0
987,0
992,0
994,0
1002,0
1022,0
1029,0
1035,0
1037,0
1051,0
1060,0
1065,0
1067,0
1069,0
1070,0
1082,0
1085,0
1087,0
1091,0
1095,0
1096,0
1098,0
1102,0
1103,0
1106,0
1109,0
1116,0
1118,0
1121,0
1123,0
1124,0
1132,0
1136,0
1139,0
1145,0
1149,0
1151,0
1156,0
1163,0
1166,0
1167,0
1170,0
1172,0
1176,0
1180,0
1189,0
1194,0
1201,0
1213,0
1218,0
1220,0
1223,0
1231,0
1235,0
1237,0
1238,0
1240,0
1255,0
1257,0
1261,0
1270,0
1275,0
1278,0
1281,0
1282,0
1283,0
1285,0
1286,0
1294,0
1297,0
1308,0
1312,0
1328,0
1332,0
1334,0
1351,0
1353,0
1358,0
1359,0
1363,0
1373,0
1376,0
1379,0
1382,0
1399,0
1402,0
1418,0
1421,0
1422,0
1425,0
1427,0
1437,0
1453,0
1454,0
1455,0
1456,0
1461,0
1466,0
1467,0
1468,0
1478,0
1480,0
1495,0
1507,0
1509,0
1514,0
1516,0
1519,0
1529,0
1533,0
1534,0
1536,0
1540,0
1554,0
1559,0
1570,0
1571,0
1577,0
1578,0
1585,0
1593,0
1594,0
1595,0
1597,0
1599,0
1607,0
1611,0
1624,0
1638,0
1640,0
1643,0
1644,0
1645,0
1651,0
1654,0
1656,0
1662,0
1666,0
1669,0
1690,0
1710,0
1712,0
1714,0
1715,0
1718,0
1726,0
1730,0
1733,0
1741,0
1746,0
1748,0
1751,0
1761,0
1765,0
1766,0
1768,0
1774,0
1783,0
1785,0
1788,0
1791,0
1797,0
1804,0
1813,0
1817,0
1819,0
1824,0
1826,0
1829,0
1831,0
1835,0
1842,0
1845,0
1852,0
1861,0
1868,0
1869,0
1870,0
1872,0
1874,0
